sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMN12385763	GCA_022409555.1	New Zealand	1985.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128172	67.5	4128172
SAMN12385762	GCA_022409575.1	New Zealand	1984.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130100	67.5	4130100
SAMN12385761	GCA_022409595.1	New Zealand	1983.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131552	67.5	4131552
SAMN17613197	GCA_023101445.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	271	3862440	68.0	20971
SAMN17613198	GCA_023101465.1	China	2018.0	SOURCE_DATABASE_GENBANK	Contig	311	3848705	68.0	19510
SAMN22851881	GCA_023612135.1	China	1951.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4141631	67.5	4141631
SAMD00549575	GCA_026001265.1	Japan	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4132330	67.5	4132330
SAMN12523755	GCA_027271015.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103184	67.5	4103184
SAMN12523754	GCA_027271035.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109363	67.5	4109363
SAMN12523753	GCA_027271055.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108121	67.5	4108121
SAMN12523732	GCA_027271075.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103371	67.5	4103371
SAMN11539676	GCA_027271095.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101798	67.5	4101798
SAMN11539691	GCA_027271115.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101025	67.5	4101025
SAMN11539686	GCA_027271135.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108405	67.5	4108405
SAMN33268551	GCA_028747705.1	China	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105695	67.5	4105695
SAMN33268552	GCA_028747725.1	China	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109051	67.5	4109051
SAMN33268689	GCA_028747745.1	China	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115400	67.5	4115400
SAMN33268690	GCA_028747765.1	China	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4127463	67.5	4127463
SAMN18620830	GCA_030252815.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111662	67.5	4111662
SAMN18620825	GCA_030252835.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4086256	67.5	4086256
SAMN18620821	GCA_030252855.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104327	67.5	4104327
SAMN18620816	GCA_030252875.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106415	67.5	4106415
SAMN18620814	GCA_030252895.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110659	67.5	4110659
SAMN18620809	GCA_030252915.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105370	67.5	4105370
SAMN18620807	GCA_030252935.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101146	67.5	4101146
SAMN18620802	GCA_030252955.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103364	67.5	4103364
SAMN18620792	GCA_030252975.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4093677	67.5	4093677
SAMN18620787	GCA_030252995.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107444	67.5	4107444
SAMN18620781	GCA_030253015.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102229	67.5	4102229
SAMN18620777	GCA_030253035.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102367	67.5	4102367
SAMN18620772	GCA_030253055.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102246	67.5	4102246
SAMN18620768	GCA_030253075.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102240	67.5	4102240
SAMN14488314	GCA_030253095.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104587	67.5	4104587
SAMN14488313	GCA_030253115.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104288	67.5	4104288
SAMN14488312	GCA_030253135.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106897	67.5	4106897
SAMN14488311	GCA_030253155.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107445	67.5	4107445
SAMN14488310	GCA_030253175.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107444	67.5	4107444
SAMN14488309	GCA_030253195.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107441	67.5	4107441
SAMN14488308	GCA_030253215.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107443	67.5	4107443
SAMN14488307	GCA_030253235.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107441	67.5	4107441
SAMN14488306	GCA_030253255.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106518	67.5	4106518
SAMN14488305	GCA_030253275.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105462	67.5	4105462
SAMN14488304	GCA_030253295.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107444	67.5	4107444
SAMN14488303	GCA_030253315.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111661	67.5	4111661
SAMN14488302	GCA_030253335.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107443	67.5	4107443
SAMN14488301	GCA_030253355.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107443	67.5	4107443
SAMN14488300	GCA_030253375.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107443	67.5	4107443
SAMN14488299	GCA_030253395.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107444	67.5	4107444
SAMN14488298	GCA_030253415.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105462	67.5	4105462
SAMN14488297	GCA_030253435.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107443	67.5	4107443
SAMN14488296	GCA_030253645.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107441	67.5	4107441
SAMN14488295	GCA_030253665.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112856	67.5	4112856
SAMN14488294	GCA_030253685.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112872	67.5	4112872
SAMN14488293	GCA_030253705.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106510	67.5	4106510
SAMN14488292	GCA_030253725.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106639	67.5	4106639
SAMN14488290	GCA_030253745.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108492	67.5	4108492
SAMN14488289	GCA_030253765.1	USA	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109513	67.5	4109513
SAMN14488287	GCA_030253785.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103721	67.5	4103721
SAMN14488285	GCA_030253805.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106692	67.5	4106692
SAMN14488281	GCA_030253825.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103415	67.5	4103415
SAMN14488279	GCA_030253845.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105525	67.5	4105525
SAMN14488273	GCA_030253865.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4090542	67.5	4090542
SAMN14488268	GCA_030253885.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107541	67.5	4107541
SAMN14488263	GCA_030253905.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108534	67.5	4108534
SAMN14488258	GCA_030253925.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101142	67.5	4101142
SAMN14488250	GCA_030253945.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109308	67.5	4109308
SAMN14488249	GCA_030253965.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108530	67.5	4108530
SAMN14488248	GCA_030253985.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108540	67.5	4108540
SAMN14488247	GCA_030254005.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108530	67.5	4108530
SAMN14488242	GCA_030254025.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103544	67.5	4103544
SAMN14488241	GCA_030254045.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106499	67.5	4106499
SAMN14488240	GCA_030254065.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106411	67.5	4106411
SAMN14488239	GCA_030254085.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106294	67.5	4106294
SAMN14488238	GCA_030254105.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106671	67.5	4106671
SAMN14488237	GCA_030254125.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106412	67.5	4106412
SAMN14488236	GCA_030254145.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106272	67.5	4106272
SAMN14488235	GCA_030254165.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106486	67.5	4106486
SAMN14488234	GCA_030254185.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106413	67.5	4106413
SAMN14488233	GCA_030254205.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106410	67.5	4106410
SAMN14488232	GCA_030254225.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106507	67.5	4106507
SAMN14488227	GCA_030254245.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104564	67.5	4104564
SAMN14488222	GCA_030254265.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105366	67.5	4105366
SAMN14488218	GCA_030254285.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102235	67.5	4102235
SAMN14488213	GCA_030254305.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110623	67.5	4110623
SAMN14488208	GCA_030254325.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103288	67.5	4103288
SAMN14488204	GCA_030254345.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112716	67.5	4112716
SAMN14488199	GCA_030254365.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106337	67.5	4106337
SAMN14488194	GCA_030254385.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103691	67.5	4103691
SAMN14488187	GCA_030254405.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113729	67.5	4113729
SAMN14488186	GCA_030254425.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100174	67.5	4100174
SAMN14488178	GCA_030254445.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106498	67.5	4106498
SAMN14488172	GCA_030254465.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106423	67.5	4106423
SAMN14488166	GCA_030254485.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101133	67.5	4101133
SAMN14488162	GCA_030254505.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107569	67.5	4107569
SAMN13699977	GCA_030254525.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107846	67.5	4107846
SAMN13699890	GCA_030254545.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4088727	67.5	4088727
SAMN13699885	GCA_030254565.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105344	67.5	4105344
SAMN12589506	GCA_030254585.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105364	67.5	4105364
SAMN12589504	GCA_030254605.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104305	67.5	4104305
SAMN19416304	GCA_030644645.1	India	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109539	67.5	4109539
SAMN19416303	GCA_030644665.1	India	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4135282	67.5	4135282
SAMN19416302	GCA_030644685.1	India	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102969	67.5	4102969
SAMN19416301	GCA_030644705.1	India	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124542	67.5	4124542
SAMN36715056	GCA_030931755.1	USA	2022.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106389	67.5	4106389
SAMN33015657	GCA_032272945.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109548	67.5	4109548
SAMN33015658	GCA_032274205.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107437	67.5	4107437
SAMN33015659	GCA_032275665.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102215	67.5	4102215
SAMN33015660	GCA_032276425.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102192	67.5	4102192
SAMN33015661	GCA_032277225.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4097549	67.5	4097549
SAMN33015662	GCA_032278065.1	South Africa	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105735	67.5	4105735
SAMN33015663	GCA_032278865.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4270955	68.0	4270955
SAMN33015664	GCA_032279645.1	South Africa	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104319	67.5	4104319
SAMN33015665	GCA_032280565.1	South Africa	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4150010	67.5	4150010
SAMN33015666	GCA_032281485.1	South Africa	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109672	67.5	4109672
SAMN33015667	GCA_032282385.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106451	67.5	4106451
SAMN33015668	GCA_032283205.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111529	67.5	4111529
SAMN33015669	GCA_032284125.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108711	67.5	4108711
SAMN33015670	GCA_032284905.1	South Africa	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111320	67.5	4111320
SAMN33015671	GCA_032285665.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4120201	67.5	4120201
SAMN33015672	GCA_032286425.1	South Africa	2018.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104270	67.5	4104270
SAMN33015673	GCA_032287185.1	South Africa	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4166941	67.5	4166941
SAMN33015674	GCA_032288005.1	South Africa	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	1654410	68.0	1654410
SAMN33015675	GCA_032288525.1	South Africa	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4095261	67.5	4095261
SAMN33015676	GCA_032288865.1	South Africa	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107339	67.5	4107339
SAMN33015677	GCA_032289745.1	South Africa	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105363	67.5	4105363
SAMN33015678	GCA_032290225.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106151	67.5	4106151
SAMN33015679	GCA_032290245.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124502	67.5	4124502
SAMN33015680	GCA_032290265.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111941	67.5	4111941
SAMN33015681	GCA_032290285.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4089815	67.5	4089815
SAMN33015682	GCA_032290305.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4120509	67.5	4120509
SAMN33015683	GCA_032290325.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4137105	67.5	4137105
SAMN33015684	GCA_032290345.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108212	67.5	4108212
SAMN33015685	GCA_032290365.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106415	67.5	4106415
SAMN33015686	GCA_032291365.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105371	67.5	4105371
SAMN33015687	GCA_032291385.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4116865	67.5	4116865
SAMN33015688	GCA_032291405.1	South Africa	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4181774	67.5	4181774
SAMN39482418	GCA_036284505.1	Spain	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108500	67.5	4108500
SAMN40551705	GCA_037908115.1	Spain	2024.0	SOURCE_DATABASE_GENBANK	Contig	400	3823616	68.0	18119
SAMN40551706	GCA_037908125.1	Spain	2023.0	SOURCE_DATABASE_GENBANK	Contig	450	3830381	67.5	18954
SAMN40551704	GCA_037908135.1	Spain	2024.0	SOURCE_DATABASE_GENBANK	Contig	349	3807435	68.0	18956
SAMN40551699	GCA_037908205.1	Spain	2024.0	SOURCE_DATABASE_GENBANK	Contig	858	3777116	67.5	7891
SAMN40551701	GCA_037908225.1	Spain	2023.0	SOURCE_DATABASE_GENBANK	Contig	359	3815599	68.0	19510
SAMN40551703	GCA_037908245.1	Spain	2023.0	SOURCE_DATABASE_GENBANK	Contig	322	3809346	68.0	19073
SAMN40551702	GCA_037908285.1	Spain	2024.0	SOURCE_DATABASE_GENBANK	Contig	390	3820039	68.0	19477
SAMN41373975	GCA_039677805.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3847794	68.0	20831
SAMN41373974	GCA_039677825.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3849122	68.0	20913
SAMN41373973	GCA_039677845.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846068	68.0	20913
SAMN41373969	GCA_039677865.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846885	68.0	20913
SAMN41373972	GCA_039677875.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3847786	68.0	20913
SAMN41373971	GCA_039677885.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3848109	68.0	20913
SAMN41373970	GCA_039677895.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3847548	68.0	20913
SAMN41373968	GCA_039677925.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3847631	68.0	20913
SAMN41373967	GCA_039677965.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846105	68.0	20913
SAMN41373966	GCA_039677985.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	262	3848172	68.0	21132
SAMN41373965	GCA_039677995.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3848064	68.0	20913
SAMN41373963	GCA_039678005.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3848085	68.0	20914
SAMN41373964	GCA_039678015.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846338	68.0	20831
SAMN41373962	GCA_039678065.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3847426	68.0	20843
SAMN41373960	GCA_039678085.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3848808	68.0	20843
SAMN41373959	GCA_039678105.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846721	68.0	20831
SAMN41373957	GCA_039678145.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	262	3846326	68.0	21132
SAMN41373955	GCA_039678185.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3846083	68.0	20831
SAMN41373956	GCA_039678195.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846782	68.0	20647
SAMN41373958	GCA_039678225.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3829474	68.0	20837
SAMN41373953	GCA_039678245.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	261	3829453	68.0	21441
SAMN41373952	GCA_039678265.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	265	3847564	68.0	20831
SAMN41373951	GCA_039678285.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846296	68.0	20913
SAMN41373948	GCA_039678305.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	263	3847810	68.0	21928
SAMN41373949	GCA_039678325.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	259	3828901	68.0	22486
SAMN41373950	GCA_039678345.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846278	68.0	20913
SAMN41373946	GCA_039678365.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846954	68.0	20913
SAMN41373947	GCA_039678385.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3846664	68.0	20831
SAMN41373944	GCA_039678405.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3847605	68.0	20831
SAMN41373945	GCA_039678425.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3849044	68.0	20913
SAMN41373942	GCA_039678445.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846754	68.0	20811
SAMN41373943	GCA_039678465.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	270	3847098	68.0	20403
SAMN41373940	GCA_039678485.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3845623	68.0	20647
SAMN41373941	GCA_039678505.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3849065	68.0	20716
SAMN41373939	GCA_039678525.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3849714	68.0	20831
SAMN41373938	GCA_039678545.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3849894	68.0	20831
SAMN41373954	GCA_039678565.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	262	3848664	68.0	21928
SAMN41373937	GCA_039678585.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3847786	68.0	20811
SAMN41373936	GCA_039678605.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3847978	68.0	20831
SAMN41373935	GCA_039678625.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3849548	68.0	20831
SAMN41373934	GCA_039678645.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3848723	68.0	20647
SAMN41373933	GCA_039678665.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3847147	68.0	20811
SAMN41373932	GCA_039678685.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3847255	68.0	20811
SAMN41373929	GCA_039678705.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3846925	68.0	20810
SAMN41373931	GCA_039678725.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846730	68.0	20811
SAMN41373930	GCA_039678745.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3846522	68.0	20811
SAMN41373927	GCA_039678765.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	273	3846460	68.0	20403
SAMN41373928	GCA_039678785.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3849363	68.0	20811
SAMN41373924	GCA_039678805.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	270	3847674	68.0	20811
SAMN41373926	GCA_039678825.1	China	2020.0	SOURCE_DATABASE_GENBANK	Contig	265	3830231	68.0	21132
SAMN41373922	GCA_039678845.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846172	68.0	20811
SAMN41373923	GCA_039678865.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	266	3829325	68.0	20647
SAMN41373921	GCA_039678885.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3847545	68.0	20913
SAMN41373925	GCA_039678895.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	275	3847916	68.0	20403
SAMN41373920	GCA_039678925.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	264	3830236	68.0	20919
SAMN41373918	GCA_039678945.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	271	3847565	68.0	20647
SAMN41373919	GCA_039678955.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	273	3846220	68.0	20403
SAMN41373917	GCA_039678985.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	273	3847332	68.0	20403
SAMN41373916	GCA_039679005.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3847602	68.0	20647
SAMN41373915	GCA_039679025.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	268	3848913	68.0	20831
SAMN41373914	GCA_039679045.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	269	3847016	68.0	20647
SAMN41373961	GCA_039698275.1	China	2019.0	SOURCE_DATABASE_GENBANK	Contig	267	3846946	68.0	20913
SAMN40551700	GCA_039710075.1	Spain	2024.0	SOURCE_DATABASE_GENBANK	Contig	766	3769497	68.0	8961
SAMN42490576	GCA_040969985.1	France	2024.0	SOURCE_DATABASE_GENBANK	Chromosome	5	4105138	67.5	3022146
SAMN24719541	GCA_042465105.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106494	67.5	4106494
SAMN24719540	GCA_042465115.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104556	67.5	4104556
SAMN18620824	GCA_042465125.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105364	67.5	4105364
SAMN18620823	GCA_042465135.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105346	67.5	4105346
SAMN18620822	GCA_042465145.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104308	67.5	4104308
SAMN18620820	GCA_042465155.1	USA	2020.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105370	67.5	4105370
SAMN18620764	GCA_042465165.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105287	67.5	4105287
SAMN18620763	GCA_042465175.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103709	67.5	4103709
SAMN18620762	GCA_042465185.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107430	67.5	4107430
SAMN18620761	GCA_042465195.1	USA	2019.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104304	67.5	4104304
