analysis_layer	family_key	family_label	plot_group	display_order	sample_id_canonical	parent_sample_id	prn_event_id	prn_mechanism_call	read_validation_status	read_support_class	targeted_locus_assembly_status	recovery_plan_status	recovery_run_compatibility	recovery_library_layout	recovery_instrument_platform	recovery_download_strategy	followup_class	recommended_action	status_bucket	compatibility_state	count_in_total_denominator	count_in_resolved_denominator	count_as_recovered	count_as_true_nonrecovery	count_as_compatibility_excluded	downsample_fraction_label	downsample_fraction	downsample_replicate	downsample_seed	downsample_n_read_pairs_total	downsample_n_read_pairs_retained	downsample_n_bam_records_retained	downsample_reads_1_path	downsample_reads_2_path	downsample_bam_path	validation_method	validator_version	source_notes	validation_notes	run_status	source_file	notes
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN12585516		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_concordant	is481_ismapper_panisa	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1098327,1098336	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_concordant;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN42391119		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	unresolved	not_run	assembly_event_called	linked_incompatible_run_current_short_read_validator	not_illumina	PAIRED	PACBIO_SMRT	skip_incompatible	linked_incompatible_run_current_short_read_validator	retain as a separate long-read/nonpaired follow-up track; current ISMapper/panISa workflow assumes paired Illumina and should not be forced onto this run	compatibility_excluded	linked_incompatible_run_current_short_read_validator	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_incompatible_run_current_short_read_validator
empirical	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMD01593376		prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported_candidate	is481_ismapper_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=ENA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;strong_is_hit;upstream_notes=prn04_rule=is481_supported_strong;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=2;primary_hit=ismapper,IS481,1098304,1098346	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=supported_candidate;resolved_bucket=recovered;compatibility_state=observed_recovered
empirical	intact_control	Intact control	context	5	SAMN04388407		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_002892765.1;prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=mapped_from_legacy_mirror_or_alt_accession;prn_intact_call;upstream_notes=step3_source_accession=GCF_002892765.1;prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMN03249373		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMN12385761		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMN33015657		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMN04875532		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	step3_source_accession=GCF_002083095.2;prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=mapped_from_legacy_mirror_or_alt_accession;prn_intact_call;upstream_notes=step3_source_accession=GCF_002083095.2;prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMEA3923586		prn_evt_intact	intact	unresolved	not_run	assembly_locus_intact	linked_run_without_fastq_ftp	no_fastq_ftp	SINGLE	PACBIO_SMRT	skip_incompatible	public_longread_or_hybrid_exemplar_present	use public long-read or hybrid assembly as the event anchor; extract junction evidence if a hard anchor is needed	compatibility_excluded	linked_run_without_fastq_ftp	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=ENA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_run_without_fastq_ftp
empirical	intact_control	Intact control	context	5	SAMN08395631		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMN22091639		prn_evt_intact	intact	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_locus_intact								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=0;panisa_file_found=1;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=no_prn_is_signal_detected;resolved_bucket=true_nonrecovery;compatibility_state=observed_no_prn_signal
empirical	intact_control	Intact control	context	5	SAMEA3923584		prn_evt_intact	intact	unresolved	not_run	assembly_locus_intact	linked_run_without_fastq_ftp	no_fastq_ftp	SINGLE	PACBIO_SMRT	skip_incompatible	public_longread_or_hybrid_exemplar_present	use public long-read or hybrid assembly as the event anchor; extract junction evidence if a hard anchor is needed	compatibility_excluded	linked_run_without_fastq_ftp	1	0	0	0	1											ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.12.9	prn04_rule=intact_single_hsp_ge95cov	raw_read_link_status=linked;read_accession_source=ENA;prn_call_confidence=assembly_high;evidence_flags=prn_intact_call;upstream_notes=prn04_rule=intact_single_hsp_ge95cov;batch_label=current;ismapper_tables_found=0;panisa_file_found=0;prn_hit_count=0	empirical_validation	pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_validation_subset.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_read_validation.tsv;pertussis_data/pertussis_gene/step4_prn_validation/outputs/bp_prn_targeted_validation_followup_queue.tsv	legacy_status=unresolved;resolved_bucket=compatibility_excluded;compatibility_state=linked_run_without_fastq_ftp
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f100__r01	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported	is481_panisa_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0	100%	1.00	1	20270520	1843017	1843017	3627116	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r01_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r01_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f100__r01/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=panisa,IS481,1099683,1099688	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=100%;replicate=1;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f100__r02	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported	is481_panisa_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0	100%	1.00	2	20270521	1843017	1843017	3627116	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r02_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r02_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f100__r02/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=panisa,IS481,1099683,1099688	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=100%;replicate=2;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f100__r03	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported	is481_panisa_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0	100%	1.00	3	20270522	1843017	1843017	3627116	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r03_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f100__r03_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f100__r03/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=panisa,IS481,1099683,1099688	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=100%;replicate=3;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f50__r01	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_event_called								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0	50%	0.50	1	20270620	1843017	921284	1813259	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r01_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r01_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f50__r01/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=50%;replicate=1;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f50__r02	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported	is481_panisa_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0	50%	0.50	2	20270621	1843017	922272	1815175	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r02_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r02_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f50__r02/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=panisa,IS481,1099683,1099688	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=50%;replicate=2;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f50__r03	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	supported	is481_panisa_only	assembly_event_called								recovered	observed_recovered	1	1	1	0	0	50%	0.50	3	20270622	1843017	921555	1813618	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r03_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f50__r03_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f50__r03/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=1;primary_hit=panisa,IS481,1099683,1099688	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=50%;replicate=3;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f25__r01	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_event_called								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0	25%	0.25	1	20270720	1843017	460848	906865	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f25__r01_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f25__r01_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f25__r01/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=25%;replicate=1;run_status=completed
downsampling	is481_1043	IS481-associated 1,043-bp architecture	primary	1	SAMN03455350__is481_1043__f25__r02	SAMN03455350	prn_evt_coding_disrupted_is481__is481__gap1043	coding_disrupted_is481	no_prn_is_signal_detected	no_prn_local_is_signal	assembly_event_called								true_nonrecovery	observed_no_prn_signal	1	1	0	1	0	25%	0.25	2	20270721	1843017	461308	907831	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f25__r02_1.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/reads_clean/SAMN03455350__is481_1043__f25__r02_2.fastq.gz	/home/ctm/pertussis/pertussis_gene/pipelines/bp_step4/work/read_validation/detectability_stress/snippy/SAMN03455350__is481_1043__f25__r02/snps.bam	ismapper_panisa_stage4_prn_validation	step4_03_validate_prn_with_reads.py::2026-04-05;python=3.10.14	step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong	raw_read_link_status=linked;read_accession_source=SRA;prn_call_confidence=assembly_high;evidence_flags=best_hit_is481;bp_insertion_like;disrupted_multi_hsp;gap_sequence_extracted;insertion_gap_ge_50bp;mapped_from_legacy_mirror_or_alt_accession;strong_is_hit;upstream_notes=step3_source_accession=GCF_001985305.1;prn04_rule=is481_supported_strong;batch_label=detectability_stress;ismapper_tables_found=3;panisa_file_found=1;prn_hit_count=0	completed	pertussis_data/pertussis_gene/step4_prn_validation/work/read_validation/detectability_stress/bp_prn_detectability_stress_results.tsv	parent_sample_id=SAMN03455350;downsample_fraction=25%;replicate=2;run_status=completed
