analysis_id	tree_tip_label	sample_id_canonical	assembly_accession	prn_state	prn_mechanism_call	prn_event_id	country_iso3	year	selection_roles	nearest_to_disrupted_tip_count	nearest_neighbor_min_rank	nearest_neighbor_min_distance	source_disrupted_tip_examples	is_public_longread_or_hybrid	read_accessions
full_manifest_proxy_k3_neighborhood	SAMN08469400	SAMN08469400	GCA_004636085.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9006086
full_manifest_proxy_k3_neighborhood	SAMN08469401	SAMN08469401	GCA_004636225.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9006091
full_manifest_proxy_k3_neighborhood	SAMN08469402	SAMN08469402	GCA_004636065.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006051
full_manifest_proxy_k3_neighborhood	SAMN08469403	SAMN08469403	GCA_004636045.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	3	2	0.02128452	SAMN03702684;SAMN05950791;SAMN10182674	True	SRR9006052
full_manifest_proxy_k3_neighborhood	SAMN08469404	SAMN08469404	GCA_004636025.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	1	3	0.01993218	SAMN12585523	True	SRR9006053
full_manifest_proxy_k3_neighborhood	SAMN08469406	SAMN08469406	GCA_004635985.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	13	1	0.01972020	SAMN04383600;SAMN04388406;SAMN08136991;SAMN08395646;SAMN08469401;SAMN10161199;SAMN10161201;SAMN10161215;SAMN10176201;SAMN10182695	True	SRR9006146
full_manifest_proxy_k3_neighborhood	SAMN08471222	SAMN08471222	GCA_004636425.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	4	1	0.01650452	SAMN08395646;SAMN10161199;SAMN10161201;SAMN10182695	True	SRR9006076
full_manifest_proxy_k3_neighborhood	SAMN08471223	SAMN08471223	GCA_004636405.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2014	disrupted_target					True	SRR9006078
full_manifest_proxy_k3_neighborhood	SAMN08471224	SAMN08471224	GCA_004636385.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR9006081
full_manifest_proxy_k3_neighborhood	SAMN08471225	SAMN08471225	GCA_004636365.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2014	disrupted_target					True	SRR9006231
full_manifest_proxy_k3_neighborhood	SAMN08471227	SAMN08471227	GCA_004636325.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9006234;SRR9006238
full_manifest_proxy_k3_neighborhood	SAMN08471228	SAMN08471228	GCA_004636305.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	5	1	0.02128452	SAMN03702670;SAMN03702684;SAMN05950791;SAMN10176200;SAMN10182674	True	SRR9006090
full_manifest_proxy_k3_neighborhood	SAMN08524445	SAMN08524445	GCA_004637005.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2014	disrupted_target					True	SRR9006105
full_manifest_proxy_k3_neighborhood	SAMN08524446	SAMN08524446	GCA_004637085.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	1	0.02327706	SAMN12108519	True	SRR9006065
full_manifest_proxy_k3_neighborhood	SAMN08524447	SAMN08524447	GCA_004637065.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR9006062
full_manifest_proxy_k3_neighborhood	SAMN08524448	SAMN08524448	GCA_004636985.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	1	0.02073578	SAMN05751699	True	SRR9006063
full_manifest_proxy_k3_neighborhood	SAMN08524449	SAMN08524449	GCA_004636965.1	intact	intact	prn_evt_intact	HTI	2014	nearest_intact_neighbor	1	3	0.02200486	SAMN08136990	True	SRR9006066
full_manifest_proxy_k3_neighborhood	SAMN08524450	SAMN08524450	GCA_004637045.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2014	disrupted_target					True	SRR9006102
full_manifest_proxy_k3_neighborhood	SAMN08524451	SAMN08524451	GCA_004636945.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9006054
full_manifest_proxy_k3_neighborhood	SAMN08524457	SAMN08524457	GCA_004636845.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9006057
full_manifest_proxy_k3_neighborhood	SAMN08524458	SAMN08524458	GCA_004636825.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006166
full_manifest_proxy_k3_neighborhood	SAMN08524459	SAMN08524459	GCA_004635905.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006165
full_manifest_proxy_k3_neighborhood	SAMN08524460	SAMN08524460	GCA_004635885.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006168
full_manifest_proxy_k3_neighborhood	SAMN08524461	SAMN08524461	GCA_004635865.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006167
full_manifest_proxy_k3_neighborhood	SAMN08524462	SAMN08524462	GCA_004635845.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006162
full_manifest_proxy_k3_neighborhood	SAMN08524463	SAMN08524463	GCA_004635825.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006161
full_manifest_proxy_k3_neighborhood	SAMN08524464	SAMN08524464	GCA_004635945.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006164
full_manifest_proxy_k3_neighborhood	SAMN08524465	SAMN08524465	GCA_004635805.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006163
full_manifest_proxy_k3_neighborhood	SAMN08524467	SAMN08524467	GCA_004635925.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	1	2	0.01789992	SAMN10161219	True	SRR9006143
full_manifest_proxy_k3_neighborhood	SAMN08524468	SAMN08524468	GCA_004636805.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006144
full_manifest_proxy_k3_neighborhood	SAMN08524469	SAMN08524469	GCA_004636785.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	8	3	0.02208695	SAMN04221194;SAMN05751692;SAMN08395637;SAMN08524461;SAMN10176965;SAMN10176983;SAMN10182690;SAMN12305719	True	SRR9006141
full_manifest_proxy_k3_neighborhood	SAMN08524470	SAMN08524470	GCA_004636565.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006139
full_manifest_proxy_k3_neighborhood	SAMN08524471	SAMN08524471	GCA_004636545.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006140
full_manifest_proxy_k3_neighborhood	SAMN08524472	SAMN08524472	GCA_004636525.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006137
full_manifest_proxy_k3_neighborhood	SAMN08524473	SAMN08524473	GCA_004636505.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2016	disrupted_target					True	SRR9006138
full_manifest_proxy_k3_neighborhood	SAMN08524474	SAMN08524474	GCA_004636485.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006178
full_manifest_proxy_k3_neighborhood	SAMN08524475	SAMN08524475	GCA_004635765.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006177
full_manifest_proxy_k3_neighborhood	SAMN08524476	SAMN08524476	GCA_004636465.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006176
full_manifest_proxy_k3_neighborhood	SAMN08524477	SAMN08524477	GCA_004635745.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006175
full_manifest_proxy_k3_neighborhood	SAMN08524478	SAMN08524478	GCA_004635725.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006174
full_manifest_proxy_k3_neighborhood	SAMN08524479	SAMN08524479	GCA_004635705.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9006173
full_manifest_proxy_k3_neighborhood	SAMN08524480	SAMN08524480	GCA_004635685.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	3	1	0.02228573	SAMN02436200;SAMN10176967;SAMN10182700	True	SRR9006172
full_manifest_proxy_k3_neighborhood	SAMN08524481	SAMN08524481	GCA_004635665.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	1	1	0.02056296	SAMN10176196	True	SRR9006171
full_manifest_proxy_k3_neighborhood	SAMN09721533	SAMN09721533	GCA_003355025.1	intact	intact	prn_evt_intact	GBR	2012	nearest_intact_neighbor	2	1	0.02231334	SAMN11539680;SAMN12523726	True	
full_manifest_proxy_k3_neighborhood	SAMN09721536	SAMN09721536	GCA_003367275.1	intact	intact	prn_evt_intact	GBR	2012	nearest_intact_neighbor	4	1	0.01997630	SAMN04221196;SAMN10298219;SAMN13699878;SAMN14488292	True	
full_manifest_proxy_k3_neighborhood	SAMN09862822	SAMN09862822	GCA_003431345.1	intact	intact	prn_evt_intact	JPN	1954	nearest_intact_neighbor	1	2	0.02143441	SAMN12392419	True	SRR7908033
full_manifest_proxy_k3_neighborhood	SAMN09862835	SAMN09862835	GCA_003431425.1	intact	intact	prn_evt_intact	FRA	2014	nearest_intact_neighbor	3	2	0.02227426	SAMD01593374;SAMN05751696;SAMN11539691	True	SRR7908034
full_manifest_proxy_k3_neighborhood	SAMN10161199	SAMN10161199	GCA_008815575.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR9118395
full_manifest_proxy_k3_neighborhood	SAMN10161200	SAMN10161200	GCA_008815415.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118319
full_manifest_proxy_k3_neighborhood	SAMN10161201	SAMN10161201	GCA_008815295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118314
full_manifest_proxy_k3_neighborhood	SAMN10161202	SAMN10161202	GCA_008812995.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	2	1	0.02154320	SAMN08200079;SAMN18620749	True	SRR9118416
full_manifest_proxy_k3_neighborhood	SAMN10161203	SAMN10161203	GCA_008812875.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9118272
full_manifest_proxy_k3_neighborhood	SAMN10161204	SAMN10161204	GCA_008812735.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	1	1	0.02500626	SAMN02436301	True	SRR9118273
full_manifest_proxy_k3_neighborhood	SAMN10161207	SAMN10161207	GCA_008812175.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9131547
full_manifest_proxy_k3_neighborhood	SAMN10161209	SAMN10161209	GCA_008812135.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131557
full_manifest_proxy_k3_neighborhood	SAMN10161210	SAMN10161210	GCA_008812115.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131555
full_manifest_proxy_k3_neighborhood	SAMN10161213	SAMN10161213	GCA_008811695.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	5	2	0.02001019	SAMN04383591;SAMN04383595;SAMN04867635;SAMN07352224;SAMN08395635	True	SRR9131505
full_manifest_proxy_k3_neighborhood	SAMN10161214	SAMN10161214	GCA_008811475.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131670
full_manifest_proxy_k3_neighborhood	SAMN10161215	SAMN10161215	GCA_008811315.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131654
full_manifest_proxy_k3_neighborhood	SAMN10161216	SAMN10161216	GCA_008811175.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	11	1	0.02133921	SAMN04221194;SAMN05751692;SAMN08395637;SAMN08524461;SAMN08524472;SAMN10176964;SAMN10176965;SAMN10176983;SAMN10182690;SAMN10182696	True	SRR9131655
full_manifest_proxy_k3_neighborhood	SAMN10161217	SAMN10161217	GCA_008810995.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9131656
full_manifest_proxy_k3_neighborhood	SAMN10161219	SAMN10161219	GCA_008810695.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131651
full_manifest_proxy_k3_neighborhood	SAMN10161220	SAMN10161220	GCA_008810475.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	2	1	0.02354892	SAMD01593376;SAMN10298212	True	SRR9131652
full_manifest_proxy_k3_neighborhood	SAMN10161222	SAMN10161222	GCA_008810175.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131589
full_manifest_proxy_k3_neighborhood	SAMN10161223	SAMN10161223	GCA_008809955.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9131668
full_manifest_proxy_k3_neighborhood	SAMN10161224	SAMN10161224	GCA_008809715.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9131587
full_manifest_proxy_k3_neighborhood	SAMN10161225	SAMN10161225	GCA_008809555.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2016	disrupted_target					True	SRR9131515
full_manifest_proxy_k3_neighborhood	SAMN10161226	SAMN10161226	GCA_008809355.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131593
full_manifest_proxy_k3_neighborhood	SAMN10161227	SAMN10161227	GCA_008809155.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9131595
full_manifest_proxy_k3_neighborhood	SAMN10176190	SAMN10176190	GCA_008821265.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	9	1	0.02187947	SAMN03702620;SAMN03702650;SAMN03854498;SAMN04383592;SAMN05950790;SAMN12305702;SAMN12589492;SAMN13699860;SAMN18620754	True	SRR9118354
full_manifest_proxy_k3_neighborhood	SAMN10176191	SAMN10176191	GCA_008821385.1	intact	intact	prn_evt_intact	USA	2014	nearest_intact_neighbor	1	2	0.02343907	SAMN10161224	True	SRR9118353
full_manifest_proxy_k3_neighborhood	SAMN10176193	SAMN10176193	GCA_008821345.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2015	disrupted_target					True	SRR9118344
full_manifest_proxy_k3_neighborhood	SAMN10176194	SAMN10176194	GCA_008821325.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2015	disrupted_target					True	SRR9118343
full_manifest_proxy_k3_neighborhood	SAMN10176196	SAMN10176196	GCA_008821285.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2015	disrupted_target					True	SRR9118318
full_manifest_proxy_k3_neighborhood	SAMN10176197	SAMN10176197	GCA_008818525.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118320
full_manifest_proxy_k3_neighborhood	SAMN10176198	SAMN10176198	GCA_008818385.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118310
full_manifest_proxy_k3_neighborhood	SAMN10176199	SAMN10176199	GCA_008818185.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118285
full_manifest_proxy_k3_neighborhood	SAMN10176200	SAMN10176200	GCA_008818045.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118284
full_manifest_proxy_k3_neighborhood	SAMN10176201	SAMN10176201	GCA_008818025.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118266
full_manifest_proxy_k3_neighborhood	SAMN10176202	SAMN10176202	GCA_008818005.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118267
full_manifest_proxy_k3_neighborhood	SAMN10176203	SAMN10176203	GCA_008817985.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118264
full_manifest_proxy_k3_neighborhood	SAMN10176204	SAMN10176204	GCA_008817965.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118268
full_manifest_proxy_k3_neighborhood	SAMN10176205	SAMN10176205	GCA_008817945.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118263
full_manifest_proxy_k3_neighborhood	SAMN10176206	SAMN10176206	GCA_008817915.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	6	1	0.01839692	SAMN03702653;SAMN03702689;SAMN04383579;SAMN04383587;SAMN08395645;SAMN10176210	True	SRR9118472
full_manifest_proxy_k3_neighborhood	SAMN10176207	SAMN10176207	GCA_008817655.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	1	2	0.01918096	SAMN11539649	True	SRR9118471
full_manifest_proxy_k3_neighborhood	SAMN10176208	SAMN10176208	GCA_008817455.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2015	disrupted_target					True	SRR9118469
full_manifest_proxy_k3_neighborhood	SAMN10176209	SAMN10176209	GCA_008817295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118468
full_manifest_proxy_k3_neighborhood	SAMN10176210	SAMN10176210	GCA_008817175.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118447
full_manifest_proxy_k3_neighborhood	SAMN10176211	SAMN10176211	GCA_008817045.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2015	disrupted_target					True	SRR9118448
full_manifest_proxy_k3_neighborhood	SAMN10176212	SAMN10176212	GCA_008816935.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118449
full_manifest_proxy_k3_neighborhood	SAMN10176213	SAMN10176213	GCA_008816915.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118450
full_manifest_proxy_k3_neighborhood	SAMN10176214	SAMN10176214	GCA_008816895.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118456
full_manifest_proxy_k3_neighborhood	SAMN10176215	SAMN10176215	GCA_008816875.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118413
full_manifest_proxy_k3_neighborhood	SAMN10176216	SAMN10176216	GCA_008816855.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118406
full_manifest_proxy_k3_neighborhood	SAMN10176217	SAMN10176217	GCA_008816835.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	SRR9118375
full_manifest_proxy_k3_neighborhood	SAMN10176220	SAMN10176220	GCA_008816675.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2015	disrupted_target					True	
full_manifest_proxy_k3_neighborhood	SAMN10176222	SAMN10176222	GCA_008816375.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	3	1	0.01741588	SAMN03702665;SAMN08136984;SAMN13699968	True	SRR9118367
full_manifest_proxy_k3_neighborhood	SAMN10176223	SAMN10176223	GCA_008816255.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9118384
full_manifest_proxy_k3_neighborhood	SAMN10176224	SAMN10176224	GCA_008816075.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2016	disrupted_target					True	SRR9118385
full_manifest_proxy_k3_neighborhood	SAMN10176225	SAMN10176225	GCA_008815915.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	2	1	0.01841804	SAMN12305720;SAMN12585519	True	SRR9118382
full_manifest_proxy_k3_neighborhood	SAMN10176226	SAMN10176226	GCA_008815895.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	3	1	0.02161309	SAMN04383598;SAMN10161210;SAMN11822404	True	SRR9118383
full_manifest_proxy_k3_neighborhood	SAMN10176228	SAMN10176228	GCA_008815855.1	intact	intact	prn_evt_intact	USA	2015	nearest_intact_neighbor	2	3	0.02161309	SAMN10161210;SAMN11822404	True	SRR9118381
full_manifest_proxy_k3_neighborhood	SAMN10176962	SAMN10176962	GCA_008821605.1	intact	intact	prn_evt_intact	USA	2016	nearest_intact_neighbor	3	1	0.02200526	SAMN08524472;SAMN10176964;SAMN10182696	True	SRR9131541
full_manifest_proxy_k3_neighborhood	SAMN10176964	SAMN10176964	GCA_008821565.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131606
full_manifest_proxy_k3_neighborhood	SAMN10176965	SAMN10176965	GCA_008821545.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131598
full_manifest_proxy_k3_neighborhood	SAMN10176966	SAMN10176966	GCA_008821525.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131662
full_manifest_proxy_k3_neighborhood	SAMN10176967	SAMN10176967	GCA_008821505.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131661
full_manifest_proxy_k3_neighborhood	SAMN10176968	SAMN10176968	GCA_008821485.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131660
full_manifest_proxy_k3_neighborhood	SAMN10176969	SAMN10176969	GCA_008821465.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131659
full_manifest_proxy_k3_neighborhood	SAMN10176970	SAMN10176970	GCA_008821445.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131658
full_manifest_proxy_k3_neighborhood	SAMN10176971	SAMN10176971	GCA_008821425.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131667
full_manifest_proxy_k3_neighborhood	SAMN10176972	SAMN10176972	GCA_008821405.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131510
full_manifest_proxy_k3_neighborhood	SAMN10176973	SAMN10176973	GCA_008821245.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131507
full_manifest_proxy_k3_neighborhood	SAMN10176974	SAMN10176974	GCA_008821225.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2017	disrupted_target					True	SRR9131508
full_manifest_proxy_k3_neighborhood	SAMN10176975	SAMN10176975	GCA_008821205.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2017	disrupted_target					True	SRR9131514
full_manifest_proxy_k3_neighborhood	SAMN10176976	SAMN10176976	GCA_008821005.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131516
full_manifest_proxy_k3_neighborhood	SAMN10176977	SAMN10176977	GCA_008820865.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131517
full_manifest_proxy_k3_neighborhood	SAMN10176978	SAMN10176978	GCA_008820765.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131571
full_manifest_proxy_k3_neighborhood	SAMN10176979	SAMN10176979	GCA_008820745.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131570
full_manifest_proxy_k3_neighborhood	SAMN10176980	SAMN10176980	GCA_008820725.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131573
full_manifest_proxy_k3_neighborhood	SAMN10176981	SAMN10176981	GCA_008820625.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131575
full_manifest_proxy_k3_neighborhood	SAMN10176982	SAMN10176982	GCA_008820485.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9131577
