sample_id_canonical	assembly_accession	country	year	year_band	source_database	assembly_level	n_contigs	contig_n50	total_sequence_length	prn_mechanism_call	prn_state	read_linkage	include_in_snippy_ctg	in_core_full_alignment	excluded_pre_gubbins_missingness	missing_fraction_pre_gubbins	in_primary_asr_tree	final_contract_status	final_contract_reason
SAMEA751127	GCA_001202495.1	Japan	2006	pre-2009	SOURCE_DATABASE_GENBANK	Scaffold	280	20971	3816597	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00328237	GCA_019974435.1	Japan	2018	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130169	4130169	intact	intact	linked	TRUE	TRUE	FALSE	0.07337	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00549575	GCA_026001265.1	Japan	2018	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4132330	4132330	intact	intact	linked	TRUE	TRUE	FALSE	0.073091	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00570813	GCA_055380295.1	Japan	2020	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4096410	4096410	intact	intact	linked	TRUE	TRUE	FALSE	0.07885	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00885979	GCA_054658115.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	21184	3851933	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00885980	GCA_054658095.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	288	22484	3852257	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892034	GCA_054656595.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	294	22484	3853108	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593369	GCA_055387325.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110572	4110572	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593370	GCA_055386935.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107464	4107464	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593371	GCA_055386605.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104266	4104266	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593372	GCA_055386115.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104958	4104958	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593373	GCA_055385715.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106409	4106409	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593374	GCA_055385365.1	Japan	2024	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110603	4110603	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892035	GCA_054656535.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	288	20895	3852209	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892036	GCA_054656515.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	289	22484	3852759	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892037	GCA_054656475.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	287	22484	3852167	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892038	GCA_054656415.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	284	20895	3836522	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892039	GCA_054656375.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	283	20871	3844215	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892040	GCA_054656335.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	22484	3851838	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892041	GCA_054656295.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	278	22460	3843240	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892042	GCA_054656255.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	282	22460	3843781	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892043	GCA_054656235.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	290	22484	3852289	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892044	GCA_054656175.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	278	22460	3843369	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892045	GCA_054656135.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	21184	3851799	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892046	GCA_054656075.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	291	21184	3852195	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892047	GCA_054656035.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	289	21184	3852600	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892048	GCA_054656015.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	284	22484	3851153	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892049	GCA_054655955.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	283	22538	3851843	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892050	GCA_054655915.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	291	22484	3852461	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892051	GCA_054655895.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	22484	3851432	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892052	GCA_054655855.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	287	22484	3852312	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD00892053	GCA_054655795.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Contig	288	21184	3851822	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593375	GCA_055542695.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104270	4104270	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMD01593376	GCA_055384595.1	Japan	2025	2019-2025	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110576	4110576	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMEA1931748	GCA_001331155.1	Kenya	1975	pre-2009	SOURCE_DATABASE_GENBANK	Scaffold	407	14809	3846507	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMEA1931871	GCA_001331215.1	Kenya	1975	pre-2009	SOURCE_DATABASE_GENBANK	Scaffold	407	15549	3828032	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN07362432	GCA_002406875.1	Mexico	2008	pre-2009	SOURCE_DATABASE_GENBANK	Contig	341	19559	3868965	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN07362433	GCA_002406865.1	Mexico	2009	2009-2013	SOURCE_DATABASE_GENBANK	Contig	317	19430	3884116	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN07362434	GCA_002406825.1	Mexico	2012	2009-2013	SOURCE_DATABASE_GENBANK	Contig	301	19284	3839894	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN07362435	GCA_002406835.1	Mexico	2014	2014-2018	SOURCE_DATABASE_GENBANK	Contig	297	20332	3868470	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMEA751263	GCA_001197815.1	Netherlands	1996	pre-2009	SOURCE_DATABASE_GENBANK	Scaffold	350	17714	3807825	insufficient_data	insufficient_or_uncertain	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN03566780	GCA_001307585.1	Netherlands	1999	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108472	4108472	intact	intact	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN03566781	GCA_001307605.1	Netherlands	1999	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105363	4105363	intact	intact	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN03566782	GCA_001307625.1	Netherlands	2010	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109988	4109988	intact	intact	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN03566785	GCA_001307685.1	Netherlands	2010	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110990	4110990	coding_disrupted_is481	disrupted	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN03566787	GCA_001307725.1	Netherlands	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109548	4109548	intact	intact	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN03566788	GCA_001307745.1	Netherlands	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111557	4111557	intact	intact	not_linked	TRUE	TRUE	FALSE	NA	TRUE	primary_asr_tree	retained_to_rooted_ml_tree_and_asr
SAMN12385761	GCA_022409595.1	New Zealand	1983	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131552	4131552	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385762	GCA_022409575.1	New Zealand	1984	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4130100	4130100	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385763	GCA_022409555.1	New Zealand	1985	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128172	4128172	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385765	GCA_022409535.1	New Zealand	1987	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107406	4107406	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385766	GCA_022409515.1	New Zealand	1988	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4134221	4134221	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385767	GCA_022409495.1	New Zealand	1989	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105369	4105369	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385768	GCA_022409415.1	New Zealand	1990	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106091	4106091	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385769	GCA_022409435.1	New Zealand	1991	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129934	4129934	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385770	GCA_022409475.1	New Zealand	1993	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107545	4107545	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385771	GCA_022409455.1	New Zealand	1994	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107067	4107067	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385772	GCA_022409395.1	New Zealand	1997	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129017	4129017	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385773	GCA_022409375.1	New Zealand	1999	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104272	4104272	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385774	GCA_022409355.1	New Zealand	2000	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105505	4105505	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385775	GCA_022409335.1	New Zealand	2001	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101679	4101679	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385776	GCA_022409315.1	New Zealand	2002	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107409	4107409	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385777	GCA_022409295.1	New Zealand	2002	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106161	4106161	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385778	GCA_022409255.1	New Zealand	2003	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102505	4102505	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385789	GCA_022407495.1	New Zealand	2004	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104448	4104448	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385790	GCA_022407475.1	New Zealand	2004	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103226	4103226	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385791	GCA_022407455.1	New Zealand	2005	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124576	4124576	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385792	GCA_022407435.1	New Zealand	2005	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101147	4101147	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385793	GCA_022407415.1	New Zealand	2005	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105547	4105547	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385794	GCA_022407395.1	New Zealand	2005	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129756	4129756	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385795	GCA_022407375.1	New Zealand	2006	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129691	4129691	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385796	GCA_022407355.1	New Zealand	2006	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4129327	4129327	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385779	GCA_022409275.1	New Zealand	2007	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106591	4106591	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385780	GCA_022409235.1	New Zealand	2007	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105329	4105329	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385797	GCA_022407335.1	New Zealand	2008	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105814	4105814	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385798	GCA_022407315.1	New Zealand	2008	pre-2009	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109715	4109715	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385799	GCA_022407295.1	New Zealand	2009	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103224	4103224	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385800	GCA_022407275.1	New Zealand	2009	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104237	4104237	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385801	GCA_022407195.1	New Zealand	2009	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105636	4105636	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385802	GCA_022407255.1	New Zealand	2010	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105635	4105635	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385803	GCA_022407235.1	New Zealand	2010	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106674	4106674	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585513	GCA_022407215.1	New Zealand	2011	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103978	4103978	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585514	GCA_022407175.1	New Zealand	2011	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106252	4106252	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385804	GCA_022407135.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110579	4110579	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585515	GCA_022407155.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105005	4105005	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585516	GCA_022407115.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107903	4107903	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585517	GCA_022407095.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107288	4107288	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585518	GCA_022407055.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108230	4108230	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585519	GCA_022407075.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110469	4110469	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585520	GCA_022407035.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108355	4108355	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585521	GCA_022407015.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110567	4110567	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585522	GCA_022406995.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107422	4107422	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12585523	GCA_022406975.1	New Zealand	2012	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109160	4109160	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385781	GCA_022409215.1	New Zealand	2013	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114225	4114225	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385782	GCA_022408035.1	New Zealand	2013	2009-2013	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108473	4108473	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385783	GCA_022407895.1	New Zealand	2014	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110545	4110545	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385784	GCA_022407775.1	New Zealand	2014	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111604	4111604	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385785	GCA_022407655.1	New Zealand	2015	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113734	4113734	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385786	GCA_022407535.1	New Zealand	2015	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108488	4108488	coding_disrupted_other	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385787	GCA_022407515.1	New Zealand	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107436	4107436	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN12385805	GCA_022406955.1	New Zealand	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105651	4105651	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
