biosample_accession	current_accession	genome_fasta_path	resolved_genome_fasta_path	country	year	mlst_st	marker_status_bapC	marker_status_brkA	marker_status_fhaB	marker_status_phg	marker_status_sphB1	marker_status_tcfA	marker_status_vag8	marker_pident_bapC	marker_pident_brkA	marker_pident_fhaB	marker_pident_phg	marker_pident_sphB1	marker_pident_tcfA	marker_pident_vag8	marker_qcov_bapC	marker_qcov_brkA	marker_qcov_fhaB	marker_qcov_phg	marker_qcov_sphB1	marker_qcov_tcfA	marker_qcov_vag8	marker_len_bapC	marker_len_brkA	marker_len_fhaB	marker_len_phg	marker_len_sphB1	marker_len_tcfA	marker_len_vag8	marker_bapC	marker_brkA	marker_fhaB	marker_phg	marker_sphB1	marker_tcfA	marker_vag8	pseudo_control_loci_scanned
SAMN12385782	GCF_022408035.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022408035.1/GCF_022408035.1_ASM2240803v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022408035.1.fasta	New Zealand	2013	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12585532	GCF_022409135.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409135.1/GCF_022409135.1_ASM2240913v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409135.1.fasta	New Zealand	2018	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12585530	GCF_022409175.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409175.1/GCF_022409175.1_ASM2240917v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409175.1.fasta	New Zealand	2018	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12585529	GCF_022409195.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409195.1/GCF_022409195.1_ASM2240919v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409195.1.fasta	New Zealand	2017	2	ok	ok	ok	ok	ok	ok	ok	99.56	100.00	99.96	100.00	99.96	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2974	3033	10769	1257	2796	1944	2747	71b82ddfcf99a94edfee0c94412b2db5	7f911efceef14a75e84a005631d3f241	b59e6a59b8648a2e558ea1498a6f9534	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	42a7b711f7eda8b9099d28b5d10a9405	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385780	GCF_022409235.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409235.1/GCF_022409235.1_ASM2240923v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409235.1.fasta	New Zealand	2007	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385777	GCF_022409295.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409295.1/GCF_022409295.1_ASM2240929v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409295.1.fasta	New Zealand	2002	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385776	GCF_022409315.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409315.1/GCF_022409315.1_ASM2240931v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409315.1.fasta	New Zealand	2002	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	100.00	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385773	GCF_022409375.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409375.1/GCF_022409375.1_ASM2240937v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409375.1.fasta	New Zealand	1999	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385772	GCF_022409395.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409395.1/GCF_022409395.1_ASM2240939v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409395.1.fasta	New Zealand	1997	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	99.95	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	faede9216b83924c3e6f3c60597eee3e	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385768	GCF_022409415.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409415.1/GCF_022409415.1_ASM2240941v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409415.1.fasta	New Zealand	1990	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385766	GCF_022409515.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409515.1/GCF_022409515.1_ASM2240951v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409515.1.fasta	New Zealand	1988	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385765	GCF_022409535.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409535.1/GCF_022409535.1_ASM2240953v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409535.1.fasta	New Zealand	1987	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2986	3033	10773	1257	2796	1944	2748	78b68b6b29f66c30659d1bdc5016a9eb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385762	GCF_022409575.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409575.1/GCF_022409575.1_ASM2240957v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409575.1.fasta	New Zealand	1984	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	100.00	99.95	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	a9f256481dba26f0d2f8b157460bf2f4	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN12385761	GCF_022409595.1	../bp_genomes_qc/ncbi_dataset/data/GCF_022409595.1/GCF_022409595.1_ASM2240959v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_022409595.1.fasta	New Zealand	1983	2	ok	ok	ok	ok	ok	ok	ok	99.60	100.00	99.94	100.00	100.00	99.95	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2975	3033	10767	1257	2796	1944	2748	4de6ea84dfda60134ec8d3c01f657ece	7f911efceef14a75e84a005631d3f241	423d688f2b645a148c25e90b63257b17	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	a9f256481dba26f0d2f8b157460bf2f4	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMD00549575	GCF_026001265.1	../bp_genomes_qc/ncbi_dataset/data/GCF_026001265.1/GCF_026001265.1_ASM2600126v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_026001265.1.fasta	Japan	2018	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	99.99	100.00	100.00	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	5bcd00dab2963adb94064e9923921618	7f911efceef14a75e84a005631d3f241	a05d69750b2a330a8c9c84de2304c500	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33268689	GCF_028747745.1	../bp_genomes_qc/ncbi_dataset/data/GCF_028747745.1/GCF_028747745.1_ASM2874774v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_028747745.1.fasta	China	2016	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	99.90	100.00	100.00	100.00	100.00	100.00	100.00	100.10	100.00	2987	3033	10773	1257	2796	1946	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	c14c426973a604139ed23888cdab908c	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN19416304	GCF_030644645.1	../bp_genomes_qc/ncbi_dataset/data/GCF_030644645.1/GCF_030644645.1_ASM3064464v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644645.1.fasta	India	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2986	3033	10773	1257	2796	1944	2748	c660b0c4770a7b3831666d706709f5d0	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN19416303	GCF_030644665.1	../bp_genomes_qc/ncbi_dataset/data/GCF_030644665.1/GCF_030644665.1_ASM3064466v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644665.1.fasta	India	2019	1	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	99.94	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10767	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	6e19f8a6f7ce827f7c25121e789b4359	3bb3ca91169fe2ef4a978c896b99f0d9	c4d7bfec00af296419c7f90621826e3f	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN19416302	GCF_030644685.1	../bp_genomes_qc/ncbi_dataset/data/GCF_030644685.1/GCF_030644685.1_ASM3064468v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644685.1.fasta	India	2018	1	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN19416301	GCF_030644705.1	../bp_genomes_qc/ncbi_dataset/data/GCF_030644705.1/GCF_030644705.1_ASM3064470v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030644705.1.fasta	India	2018	2	ok	ok	ok	ok	ok	below_threshold	ok	100.00	100.00	100.00	100.00	100.00	96.49	100.00	100.00	100.00	100.00	100.00	100.00	49.79	100.00	2987	3033	10773	1257	2796	968	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	16e6bc715e47b5bd3100c2d83ff15374	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN36715056	GCF_030931755.1	../bp_genomes_qc/ncbi_dataset/data/GCF_030931755.1/GCF_030931755.1_ASM3093175v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030931755.1.fasta	USA	2022	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	99.94	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10767	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	bf0380a4382bbf4c75bd1415249a55b0	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015657	GCF_032272945.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032272945.1/GCF_032272945.1_ASM3227294v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032272945.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015658	GCF_032274205.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032274205.1/GCF_032274205.1_ASM3227420v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032274205.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015659	GCF_032275665.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032275665.1/GCF_032275665.1_ASM3227566v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032275665.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015660	GCF_032276425.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032276425.1/GCF_032276425.1_ASM3227642v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032276425.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015661	GCF_032277225.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032277225.1/GCF_032277225.1_ASM3227722v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032277225.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015662	GCF_032278065.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032278065.1/GCF_032278065.1_ASM3227806v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032278065.1.fasta	South Africa	2016	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015663	GCF_032278865.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032278865.1/GCF_032278865.1_ASM3227886v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032278865.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015664	GCF_032279645.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032279645.1/GCF_032279645.1_ASM3227964v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032279645.1.fasta	South Africa	2017	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	99.96	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	e470000c5c543b27c5ef7438892feec6	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015665	GCF_032280565.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032280565.1/GCF_032280565.1_ASM3228056v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032280565.1.fasta	South Africa	2018	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015666	GCF_032281485.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032281485.1/GCF_032281485.1_ASM3228148v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032281485.1.fasta	South Africa	2018	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN33015667	GCF_032282385.1	../bp_genomes_qc/ncbi_dataset/data/GCF_032282385.1/GCF_032282385.1_ASM3228238v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_032282385.1.fasta	South Africa	2015	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
